,source,target
24297,NEK6,TEX45
24298,NEK6,FOXJ3
24299,NEK6,TRIM27
24300,NEK6,KRT40
24301,NEK6,HOMEZ
24302,NEK6,ZNF688
24303,NEK6,KRTAP13-3
24304,NEK6,NEFL
24305,NEK6,PRICKLE4
24306,HDHD3,POU4F2
24307,HDHD3,FOXH1
24308,HDHD3,PROP1
24309,HDHD3,KLHL38
24310,HDHD3,CYSRT1
24311,HDHD3,ATG9A
24312,NR4A3,RECK
24313,NR4A3,PIN1
24314,NR4A3,CDKN2D
24315,NR4A3,NECTIN2
24316,NR4A3,ADAMTSL4
24317,NR4A3,LCE2B
24318,NR4A3,ALPP
24319,NR4A3,VASN
24320,NR4A3,KRTAP4-4
24321,NR4A3,VWC2L
24322,NR4A3,LCE2D
24323,NR4A3,KRTAP9-8
24324,NR4A3,KRTAP10-8
24325,NR4A3,KRTAP5-3
24326,NR4A3,CYSRT1
24327,NR4A3,SMOC1
24328,NR4A3,KPRP
24329,NR4A3,MACO1
24330,NR4A3,KRTAP5-11
24331,NR4A3,KRTAP9-3
24332,NR4A3,KRTAP12-3
24333,NR4A3,KRTAP5-6
24334,NR4A3,KRTAP4-11
24335,NR4A3,KRTAP12-4
24336,NR4A3,KRTAP6-3
24337,NR4A3,TSPAN4
24338,NR4A3,KRTAP10-1
24339,NR4A3,CYP21A2
24340,NR4A3,KRTAP9-2
24341,NR4A3,KRTAP10-5
24342,NR4A3,KRTAP4-2
24343,NR4A3,KRTAP5-9
24344,VPS4B,CHMP1A
24345,VPS4B,ZFYVE19
24346,C19orf25,ARFIP2
24347,C19orf25,RINT1
24348,C19orf25,DDIT4L
24349,C19orf25,KRT75
24350,C19orf25,PNMA3
24351,C19orf25,KRTAP10-8
24352,C19orf25,BORCS6
24353,C19orf25,INSYN1
24354,C19orf25,KRTAP1-3
24355,C19orf25,CCDC153
24356,C19orf25,MEI4
24357,ZBTB45,BAG4
24358,FCF1,SPDYC
24359,IFT43,LMO2
24360,ZC2HC1C,SORBS3
24361,ZC2HC1C,PFDN5
24362,ZC2HC1C,ENKD1
24363,ZC2HC1C,ARMC7
24364,ZC2HC1C,TRAF2
24365,ZC2HC1C,CRACR2A
24366,ZC2HC1C,PRKAB2
24367,ZC2HC1C,KATNBL1
24368,ZC2HC1C,RINT1
24369,ZC2HC1C,GOLGA1
24370,ZC2HC1C,EMILIN1
24371,ZC2HC1C,PSTPIP1
24372,ZC2HC1C,OSGIN1
24373,ZC2HC1C,CIB3
24374,ZC2HC1C,CCDC102B
24375,ZC2HC1C,NTAQ1
24376,ZC2HC1C,GPRASP2
24377,ZC2HC1C,GOLGA6A
24378,ZC2HC1C,UBASH3A
24379,ZC2HC1C,HSF2BP
24380,ZC2HC1C,KASH5
24381,ZC2HC1C,NDEL1
24382,ZC2HC1C,GOLGA2
24383,ZC2HC1C,CCDC88B
24384,ZC2HC1C,CLIC3
24385,ZC2HC1C,KRT15
24386,ZC2HC1C,POLR1C
24387,ZC2HC1C,FAM90A1
24388,ZC2HC1C,KAT5
24389,ZC2HC1C,CCDC57
24390,ZC2HC1C,LMNB2
24391,ZC2HC1C,RAD51D
24392,ZC2HC1C,BICD2
24393,ZC2HC1C,CARD9
24394,ZC2HC1C,C19orf54
24395,ZC2HC1C,NDOR1
24396,ZC2HC1C,NOXA1
24397,ZC2HC1C,ZNF655
24398,ZC2HC1C,NCKIPSD
24399,ZC2HC1C,VPS52
24400,SLIRP,AMOT
24401,SLIRP,WTAP
24402,SLIRP,KRT27
24403,SLIRP,STK40
24404,SLIRP,GOLGA6L9
24405,RBM25,SRRM4
24406,RBM25,GOLGA2
24407,ESRRB,ESRRG
24408,EIF2B2,C9orf72
24409,NRDE2,HAUS8
24410,NRDE2,ARFIP2
24411,NRDE2,UQCC2
24412,NRDE2,ITGB3BP
24413,NRDE2,VPS28
24414,NRDE2,CCDC183
24415,ZNF410,LRIF1
24416,ZNF410,TRAF2
24417,ZNF410,ABHD8
24418,ZNF410,RAB3IP
24419,ZNF410,LMO2
24420,ZNF410,TSGA10
24421,ZNF410,CCNG2
24422,ZNF410,RPRD1A
24423,ZNF410,NOSIP
24424,ZNF410,LMO4
24425,ZNF410,POGZ
24426,ZNF410,IRAK1BP1
24427,ZNF410,UHRF2
24428,ZNF410,RASSF3
24429,ZNF410,VBP1
24430,ZNF410,PPM1K
24431,ZNF410,IQUB
24432,ZNF410,POLR2G
24433,ZNF410,LIMS1
24434,ZNF410,ZNF24
24435,ZNF410,BANP
24436,ZNF410,HOXB2
24437,ZNF410,PDE4DIP
24438,ZNF410,FSD2
24439,ZNF410,PRKAR1B
24440,ZNF410,GOLGA6L9
24441,ZNF410,CSNK2B
24442,ZNF410,KRT40
24443,ZNF410,DPEP2NB
24444,RHOQ,PARD6B
24445,RHOQ,NTAQ1
24446,RHOQ,MORN4
24447,RHOQ,BANP
24448,RHOQ,ZNF417
24449,DNMT3A,ZNF513
24450,FKBP1B,REL
24451,FKBP1B,TRIM69
24452,FKBP1B,KRTAP1-1
24453,YPEL5,PFDN5
24454,YPEL5,PLAGL2
24455,YPEL5,PSMA1
24456,YPEL5,MAPKBP1
24457,YPEL5,CTDSP1
24458,YPEL5,DDIT4L
24459,YPEL5,SHC3
24460,YPEL5,ZNF655
24461,YIPF4,ERGIC3
24462,YIPF4,GPR42
24463,YIPF4,IER3IP1
24464,YIPF4,YIPF3
24465,YIPF4,TMEM14B
24466,YIPF4,SLC7A1
24467,YIPF4,NAT8
24468,YIPF4,EBP
24469,YIPF4,FATE1
24470,YIPF4,MFSD14B
24471,YIPF4,TLCD4
24472,YIPF4,FCER1G
24473,YIPF4,SLC30A8
24474,YIPF4,SCN3B
24475,YIPF4,REEP4
24476,YIPF4,HSD17B13
24477,YIPF4,ARL6IP1
24478,YIPF4,TSNARE1
24479,YIPF4,TVP23B
24480,YIPF4,YIF1A
24481,YIPF4,GPR152
24482,YIPF4,SLC35A4
24483,YIPF4,CNR2
24484,YIPF4,RNF5
24485,YIPF4,
24486,LGALSL,DDIT4L
24487,CNRIP1,YIF1A
24488,BCL11A,MORF4L2
24489,BCL11A,PIN1
24490,BCL11A,NFAM1
24491,SLF2,PSMA1
24492,SLF2,SFMBT2
24493,IFIT3,IFIT2
24494,IFIT3,TMEM183A
24495,IFIT3,IFIT1B
24496,IFIT2,RBPMS2
24497,IFIT2,NUTM1
24498,IFIT2,WWOX
24499,IFIT2,WWP2
24500,GPAM,CIDEB
24501,CUTC,ATXN1
24502,CUTC,SDCBP
24503,CUTC,NTAQ1
24504,CUTC,NADSYN1
24505,CUTC,KANK2
24506,PPP1R3C,LONRF1
24507,PPP1R3C,PPP1CA
24508,PPP1R3C,PPP1CC
24509,PPP1R3C,PPP1CB
24510,CNNM1,HSF2BP
24511,CNNM1,PTP4A2
24512,MXI1,CALCOCO2
24513,MXI1,EFEMP2
24514,MXI1,KRTAP10-8
24515,MXI1,PEAR1
24516,MXI1,KRTAP1-1
24517,MXI1,CYSRT1
24518,MXI1,ZNF655
24519,MXI1,KRTAP1-3
24520,MXI1,KRTAP5-7
24521,MXI1,NOTCH2NLA
24522,MXI1,NBPF19
24523,C10orf88,HSF2BP
24524,C10orf88,PKNOX2
24525,HELLS,GTSF1L
24526,HELLS,SERTAD2
24527,AVPI1,ENKD1
24528,AVPI1,DGCR6L
24529,AVPI1,PRKACB
24530,AVPI1,RIPPLY1
24531,AVPI1,LONRF1
24532,AVPI1,PPP1R16A
24533,AVPI1,PRKAA2
24534,AVPI1,SCNM1
24535,AVPI1,CDCA7L
24536,AVPI1,CABP2
24537,AVPI1,POLR1C
24538,AVPI1,MKRN3
24539,AVPI1,KRTAP10-8
24540,AVPI1,KRTAP10-6
24541,AVPI1,CYSRT1
24542,AVPI1,GOLGA6L9
24543,AVPI1,RIPPLY2
24544,AVPI1,KRTAP4-2
24545,KCNIP2,GOLGA7
24546,KCNIP2,SYCE1L
24547,CFAP58,RIPPLY1
24548,CFAP58,MCC
24549,CFAP58,KRT27
24550,HOXB5,TEX11
24551,HOXB5,ZC4H2
24552,HOXB5,TRAF2
24553,HOXB5,CCDC136
24554,HOXB5,KRT34
24555,HOXB5,MTUS2
24556,HOXB5,CALCOCO2
24557,HOXB5,TRIM54
24558,HOXB5,PRDM14
24559,HOXB5,ASB6
24560,HOXB5,GOLGA6A
24561,HOXB5,HSF2BP
24562,HOXB5,TEKT4
24563,HOXB5,CADPS
24564,HOXB5,GOLGA2
24565,HOXB5,NFKBID
24566,HOXB5,CCDC88B
24567,HOXB5,AXIN2
24568,HOXB5,HAP1
24569,HOXB5,CTBP2
24570,HOXB5,PDE4DIP
24571,HOXB5,ZNF552
24572,HOXB5,USH1G
24573,HOXB5,LDOC1
24574,HOXB5,MAGEA11
24575,HOXB5,PBX1
24576,HOXB5,ZNF286A
24577,HOXB5,KRTAP10-8
24578,HOXB5,CARD9
24579,HOXB5,KRTAP10-6
24580,HOXB5,KRTAP1-1
24581,HOXB5,ZNF774
24582,HOXB5,CYSRT1
24583,HOXB5,ZNF655
24584,HOXB5,GOLGA6L9
24585,HOXB5,PBX2
24586,HOXB5,CSNK2B
24587,HOXB5,TRIM27
24588,HOXB5,KRTAP6-3
24589,HOXB5,VPS52
24590,HOXB5,ZNF286A-TBC1D26
24591,HOXB1,ZNF835
24592,MSX2,RHOXF2
24593,MSX2,SOX5
24594,MSX2,ZC3H10
24595,MSX2,VEZF1
24596,MSX2,ZFHX3
24597,MSX2,NAF1
24598,MSX2,TCF7L2
24599,MSX2,YTHDF1
24600,MSX2,CCDC102B
24601,MSX2,FOXH1
24602,MSX2,TSSK3
24603,MSX2,TLX3
24604,MSX2,RBPMS2
24605,MSX2,LENG8
24606,MSX2,MGAT5B
24607,MSX2,MAPK1IP1L
24608,MSX2,ROR2
24609,MSX2,CLIC3
24610,MSX2,TENT5D
24611,MSX2,GATA2
24612,MSX2,HOXC9
24613,MSX2,PRR13
24614,RCL1,GOLGA2
24615,IFNA8,GPR152
24616,CCDC170,RBM17
24617,PCMT1,RPIA
24618,PCMT1,CLP1
24619,PCMT1,IQCB1
24620,MAGEB4,NEUROD4
24621,MAGEB4,EEF1AKMT3
24622,MAGEB4,CCDC136
24623,MAGEB4,USHBP1
24624,MAGEB4,FLOT2
24625,MAGEB4,BLOC1S1
24626,MAGEB4,FERD3L
24627,MAGEB4,MED21
24628,MAGEB4,UQCRB
24629,MAGEB4,DVL3
24630,MAGEB4,ACOT11
24631,MAGEB4,IHO1
24632,MAGEB4,GOLGA6L2
24633,MAGEB4,CCDC14
24634,MAGEB4,TRAK1
24635,MAGEB4,H2AP
24636,MAGEB4,KANK2
24637,MAGEB4,SH2D1B
24638,MAGEB4,PFDN6
24639,MAGEB4,AARD
24640,MAGEB4,FAM166B
24641,CYSTM1,SYT16
24642,CYSTM1,BAG3
24643,PCDHB14,HNRNPR
24644,PCDHB14,KHDRBS3
24645,PCDHB14,MTUS2
24646,PCDHB14,TRA2B
24647,PCDHB14,PSTPIP1
24648,PCDHB14,PURB
24649,PCDHB14,RBMX
24650,PCDHB14,HNRNPK
24651,PCDHB14,RBMY1F
24652,PCDHB14,KRT27
24653,PCDHB14,GOLGA6L9
24654,PCDHB14,KRTAP6-3
24655,PCDHB14,RBMY1J
24656,PCDHB14,RBMY1A1
24657,PCDHB12,COPS4
24658,PCDHB12,KRT19
24659,PCDHB12,CCDC172
24660,PCDHB12,ZSCAN23
24661,PCDHB12,H2BC17
24662,TNFSF18,EXOC3L2
24663,SEC16B,SEC13
24664,GORAB,PAEP
24665,GORAB,CLN6
24666,GORAB,BCL2L2
24667,GORAB,TMEM128
24668,GORAB,TMEM60
24669,GORAB,NRM
24670,GORAB,CXCL9
24671,GORAB,TMEM19
24672,GORAB,BNIP2
24673,GORAB,TMEM86A
24674,GORAB,CMTM7
24675,GORAB,MS4A1
24676,GORAB,TSPAN33
24677,GORAB,CXCL16
24678,GORAB,ZFPL1
24679,GORAB,CLDN19
24680,GORAB,VKORC1
24681,GORAB,VAMP5
24682,GORAB,PTPN9
24683,GORAB,ITGAM
24684,GORAB,STX8
24685,GORAB,LPAR3
24686,GORAB,BCL2L1
24687,GORAB,SNAPC5
24688,GORAB,CNIH2
24689,GORAB,TMEM187
24690,GORAB,TMEM11
24691,GORAB,TMEM120B
24692,GORAB,APOD
24693,GORAB,GIMAP5
24694,GORAB,VKORC1L1
24695,GORAB,LRP10
24696,GORAB,TMEM229B
24697,GORAB,CES1
24698,GORAB,ABHD16A
24699,GORAB,PLPP6
24700,GORAB,SEC22B
24701,ACAT2,WWOX
24702,KCNJ5,KCNJ15
24703,TEX11,SNX6
24704,TEX11,LRCH2
24705,TEX11,ZNF414
24706,TEX11,SOX5
24707,TEX11,USP15
24708,TEX11,MAPKBP1
24709,TEX11,PRPSAP2
24710,TEX11,FAM217A
24711,TEX11,PPP1R18
24712,TEX11,FAM161B
24713,TEX11,PTPDC1
24714,TEX11,DMTN
24715,TEX11,LRRC36
24716,TEX11,FAAP20
24717,TEX11,CBY2
24718,TEX11,MRFAP1
24719,TEX11,KRT6B
24720,TEX11,DUSP21
24721,TEX11,KANK2
24722,TEX11,SCAF8
24723,TEX11,GPSM3
24724,TEX11,GRXCR1
24725,TEX11,UTP14C
24726,TEX11,BORCS8
24727,ARR3,ZNF496
24728,ARR3,MARCHF8
24729,PDZD11,MAGI2
24730,ENY2,HNRNPA2B1
24731,ENY2,C11orf49
24732,KIAA1217,ALKBH7
24733,KIAA1217,TRAF2
24734,KIAA1217,RINT1
24735,KIAA1217,ABI1
24736,KIAA1217,ABI2
24737,KIAA1217,GOLGA2
24738,KIAA1217,KRT27
24739,KIAA1217,INCA1
24740,EPC1,KAT5
24741,EPC1,SYCE1L
24742,ENOX1,TRIM43
24743,ENOX1,ENOX2
24744,ENOX1,ZMYND19
24745,UFM1,KCTD21
24746,UFM1,INCA1
24747,SMAD9,SMAD4
24748,SMAD9,LEMD3
24749,KBTBD7,PSME3
24750,KBTBD7,KLF15
24751,KBTBD7,CCDC106
24752,EXOSC8,EXOSC8
24753,EXOSC8,SNAI1
24754,EXOSC8,SNRPC
24755,EXOSC8,SNRPB
24756,EXOSC8,USP6
24757,EXOSC8,TXNDC17
24758,EXOSC8,LSM4
24759,EXOSC8,HAPLN2
24760,EXOSC8,PHF21A
24761,EXOSC8,SLAIN1
24762,EXOSC8,LMO4
24763,EXOSC8,DDIT4L
24764,EXOSC8,FAM161B
24765,EXOSC8,NTAQ1
24766,EXOSC8,DUSP23
24767,EXOSC8,SPATC1L
24768,EXOSC8,RUSC1
24769,EXOSC8,RPP14
24770,EXOSC8,OTUD4
24771,EXOSC8,GEM
24772,EXOSC8,CNNM3
24773,EXOSC8,HOXB9
24774,EXOSC8,MORN4
24775,EXOSC8,EXOSC1
24776,EXOSC8,FAM90A1
24777,EXOSC8,MYOZ1
24778,EXOSC8,MACIR
24779,EXOSC8,FOXD4L1
24780,EXOSC8,KCNJ11
24781,EXOSC8,INCA1
24782,EXOSC8,KANK2
24783,EXOSC8,C22orf39
24784,EXOSC8,SOCS7
24785,EXOSC8,CCDC28A-AS1
24786,TGFBI,S100P
24787,FAM53C,SORBS3
24788,SIL1,SGTB
24789,PAIP2,PABPC5
24790,MYOT,PFDN5
24791,MYOT,ACTN3
24792,SERP1,MTIF3
24793,SERP1,FAM210B
24794,SERP1,FAM209A
24795,SERP1,CRB3
24796,SERP1,TMEM14B
24797,SERP1,SLC10A6
24798,SERP1,EBP
24799,SERP1,MFSD14B
24800,SERP1,PLPPR1
24801,SERP1,TLCD4
24802,SERP1,KCNF1
24803,SERP1,GPX8
24804,SERP1,SSMEM1
24805,SERP1,TMEM52B
24806,SERP1,SEC11C
24807,SERP1,BSCL2
24808,SERP1,REEP4
24809,SERP1,GKN1
24810,SERP1,GPR37L1
24811,SERP1,HSD17B13
24812,SERP1,JAGN1
24813,SERP1,FRMD3
24814,SERP1,FAM174A
24815,SERP1,IL3RA
24816,SERP1,GJB3
24817,SERP1,GJB5
24818,SERP1,LHFPL5
24819,SERP1,ALG3
24820,SERP1,KIR3DL3
24821,NR2C1,RARA
24822,TMPO,GOLM1
24823,TMPO,STOM
24824,TMPO,KLHL6
24825,MTERF2,STX6
24826,MTERF2,APOD
24827,MTERF2,SACM1L
24828,SOCS2,YES1
24829,WASHC3,LHX4
24830,WASHC3,CENPK
24831,WASHC3,OPTN
24832,WASHC3,GNG13
24833,WASHC3,KNSTRN
24834,WASHC3,COG6
24835,WASHC3,SDCBP
24836,WASHC3,CEP55
24837,WASHC3,ABI2
24838,WASHC3,KRT71
24839,WASHC3,SNAPIN
24840,WASHC3,PHOSPHO2
24841,WASHC3,HAUS1
24842,WASHC3,IKBIP
24843,WASHC3,GOLGA2
24844,WASHC3,SCARA5
24845,WASHC3,KRT75
24846,WASHC3,BFSP2
24847,WASHC3,KRT27
24848,WASHC3,CCDC197
24849,WASHC3,LMNB2
24850,WASHC3,MYOZ1
24851,WASHC3,WASHC1
24852,WASHC3,MCRS1
24853,WASHC3,BLOC1S2
24854,WASHC3,SRGAP2B
24855,WASHC3,CCHCR1
24856,WASHC3,INSYN1
24857,WASHC3,NUP62
24858,WASHC3,C20orf202
24859,WASHC3,VPS52
24860,WASHC3,HSBP1
24861,WASHC3,TEX35
24862,DUSP4,ZNF426
24863,DUSP4,LYSMD2
24864,DUSP4,LYSMD1
24865,DUSP4,TEPSIN
24866,DUSP4,PLEKHF2
24867,DUSP4,NOXA1
24868,DUSP4,ZNF655
24869,TNFRSF10B,TMEM31
24870,TNFRSF10B,MUC1
24871,TNFRSF10B,ASPH
24872,SORBS3,CDKN2C
24873,SORBS3,ENKD1
24874,SORBS3,FNDC11
24875,SORBS3,CRACR2A
24876,SORBS3,ZNF414
24877,SORBS3,CCNH
24878,SORBS3,AKIRIN2
24879,SORBS3,TSGA10
24880,SORBS3,VARS2
24881,SORBS3,ABI2
24882,SORBS3,CPNE8
24883,SORBS3,CPNE2
24884,SORBS3,KIFC3
24885,SORBS3,OSGIN1
24886,SORBS3,GAS8
24887,SORBS3,NAF1
24888,SORBS3,GLRA1
24889,SORBS3,PPP1R18
24890,SORBS3,CCDC120
24891,SORBS3,EIF3H
24892,SORBS3,CCDC102B
24893,SORBS3,DVL3
24894,SORBS3,SCNM1
24895,SORBS3,CCNL1
24896,SORBS3,IQUB
24897,SORBS3,GEM
24898,SORBS3,HNRNPK
24899,SORBS3,SYNPO2L
24900,SORBS3,NAB2
24901,SORBS3,TEPSIN
24902,SORBS3,NFKBID
24903,SORBS3,VPS37C
24904,SORBS3,SETD5
24905,SORBS3,HNRNPF
24906,SORBS3,POLR1C
24907,SORBS3,WIPF2
24908,SORBS3,QARS1
24909,SORBS3,RIN1
24910,SORBS3,CATSPER1
24911,SORBS3,TSGA10IP
24912,SORBS3,CCDC57
24913,SORBS3,TCEANC
24914,SORBS3,PPFIA3
24915,SORBS3,IMP3
24916,SORBS3,MKRN3
24917,SORBS3,PPIL6
24918,SORBS3,HGS
24919,SORBS3,RAD51D
24920,SORBS3,PLEKHN1
24921,SORBS3,INSC
24922,SORBS3,KANK2
24923,SORBS3,TEAD4
24924,SORBS3,PHETA1
24925,SORBS3,PNMA5
24926,SORBS3,NHSL2
24927,SORBS3,GPANK1
24928,SORBS3,CCHCR1
24929,SORBS3,
24930,SORBS3,ADAT3
24931,SORBS3,CPNE1
24932,SORBS3,CCDC187
24933,SORBS3,MYO15B
24934,SORBS3,CFAP206
24935,SORBS3,SOCS7
24936,PPP3CC,SPATA33
24937,PPP3CC,PPP3R1
24938,PDLIM2,ZNF695
24939,RNF170,STARD3
24940,RNF170,SNAP47
24941,RNF170,SLC35B2
24942,RNF170,HACD1
24943,RNF170,DNAJC30
24944,RNF170,SGTB
24945,RNF170,PLPP6
24946,RNF170,FXYD6-FXYD2
24947,NPPB,SERTAD3
24948,NPPB,GEMIN4
24949,NPPB,CYSRT1
24950,UBIAD1,FAM209A
24951,UBIAD1,ERGIC3
24952,UBIAD1,EVI2A
24953,UBIAD1,CRB3
24954,UBIAD1,TMEM14B
24955,UBIAD1,RETREG3
24956,UBIAD1,CD53
24957,UBIAD1,MGST3
24958,UBIAD1,TMEFF2
24959,UBIAD1,EBP
24960,UBIAD1,KCNJ6
24961,UBIAD1,CREB3L1
24962,UBIAD1,FCER1G
24963,UBIAD1,ASGR2
24964,UBIAD1,SCN3B
24965,UBIAD1,CPLX4
24966,UBIAD1,REEP4
24967,UBIAD1,MRM3
24968,UBIAD1,FNDC9
24969,UBIAD1,GPR152
24970,UBIAD1,TMEM139
24971,UBIAD1,CLDN7
24972,UBIAD1,AHNAK2
24973,UBIAD1,PIGP
24974,UBIAD1,EVI2B
24975,UBIAD1,LHFPL5
24976,LYPLA1,GOLGA2
24977,LYPLA1,SFMBT2
24978,COPS5,GTPBP3
24979,RDH10,DDA1
24980,RDH10,GAD2
24981,RDH10,ACSF2
24982,COIL,PSME3
24983,COIL,SRPK2
24984,COIL,SNRPF
24985,COIL,C9orf72
24986,COIL,NKAPD1
24987,COIL,ADAMTS12
24988,COIL,HSF2BP
24989,COIL,NFU1
24990,COIL,CCDC57
24991,COIL,POLR3C
24992,COIL,MCRS1
24993,COIL,ZNF277
24994,COIL,MYO15B
24995,COIL,SPANXN2
24996,TBX2,MEIS2
24997,TBX2,LMO2
24998,TBX2,CIDEB
24999,TBX2,CYSRT1
25000,TBX2,KRTAP6-3
25001,TBX2,ATXN1L
25002,SLC35B1,CREB3L1
25003,SLC35B1,CCDC107
25004,SLC35B1,PDZK1IP1
25005,SLC35B1,FZD5
25006,SLC35B1,MFF
25007,SLC35B1,ARL13B
25008,SLC35B1,GPR152
25009,SLC35B1,BNIP3
25010,TEX14,LMO4
25011,TEX14,DDIT4L
25012,LRAT,BLCAP
25013,LRAT,HSD17B13
25014,LRAT,TMEM31
25015,LRAT,TMX2
25016,TSHZ3,MTUS2
25017,TSHZ3,COG6
25018,TSHZ3,RINT1
25019,TSHZ3,TRIM54
25020,TSHZ3,HSF2BP
25021,TSHZ3,ANKRA2
25022,TSHZ3,TSC1
25023,TSHZ3,GOLGA2
25024,TSHZ3,TEPSIN
25025,TSHZ3,APEX2
25026,TSHZ3,CTBP2
25027,TSHZ3,LRRC73
25028,TSHZ3,CCHCR1
25029,TAS2R8,PDZD3
25030,TAS2R10,HERPUD2
25031,TAS2R10,RTP4
25032,TAS2R10,SSMEM1
25033,TAS2R10,PDCD1LG2
25034,PRB2,MIEF2
25035,PRB2,ASPH
25036,KCNJ8,TMEM54
25037,KCNJ8,TMEM140
25038,BCL2L14,DDIT4L
25039,BCL2L14,TEPSIN
25040,PSPC1,NONO
25041,PSPC1,DISC1
25042,PSPC1,NUDT21
25043,PSPC1,ZSCAN5B
25044,ZSCAN18,PGBD1
25045,ZSCAN18,SCAND1
25046,ZSCAN18,EPM2AIP1
25047,ZSCAN18,ZSCAN22
25048,ZSCAN18,FDXACB1
25049,LHX4,DCAF10
25050,LHX4,MRS2
25051,LHX4,TSTD2
25052,LHX4,DHRS1
25053,LHX4,SNRNP25
25054,LHX4,SCAND1
25055,LHX4,BANP
25056,LHX4,CORO1B
25057,LHX4,HOXC5
25058,LHX4,CENPS
25059,LHX4,KLHL38
25060,LHX4,MYOZ1
25061,LHX4,ZNF354C
25062,LHX4,ZBTB2
25063,LHX4,TSEN54
25064,LHX4,DNAJB13
25065,LHX4,ERO1A
25066,LHX4,QRICH1
25067,LHX4,LDB1
25068,LHX4,ARL2
25069,LHX4,BOD1L2
25070,LHX4,CDK3
25071,LHX4,CENPS-CORT
25072,RNF2,UBE2D2
25073,RNF2,RYBP
25074,RNF2,BMI1
25075,RNF2,UBE2E3
25076,RNF2,UBE2E2
25077,RNF2,PCGF3
25078,RNF2,PCGF2
25079,SEC22A,GJB6
25080,SEC22A,KCNJ2
25081,SEC22A,FAM209A
25082,SEC22A,TNFSF14
25083,SEC22A,HCST
25084,SEC22A,CLEC10A
25085,SEC22A,SLC14A2
25086,SEC22A,STOML3
25087,SEC22A,TMEM106C
25088,SEC22A,HAVCR2
25089,SEC22A,GAD2
25090,SEC22A,LPAR6
25091,SEC22A,RETREG3
25092,SEC22A,CISD2
25093,SEC22A,DDIT4L
25094,SEC22A,FATE1
25095,SEC22A,PTGES
25096,SEC22A,MS4A3
25097,SEC22A,RNF144A
25098,SEC22A,TMEM45B
25099,SEC22A,TLCD4
25100,SEC22A,ZFYVE27
25101,SEC22A,GRAMD2B
25102,SEC22A,TMEM237
25103,SEC22A,SUSD3
25104,SEC22A,CREB3L1
25105,SEC22A,SLC30A2
25106,SEC22A,EDA
25107,SEC22A,ASGR2
25108,SEC22A,TMEM79
25109,SEC22A,TRAT1
25110,SEC22A,TMEM174
25111,SEC22A,TP53INP1
25112,SEC22A,TMEM71
25113,SEC22A,TMEM52B
25114,SEC22A,SLC39A2
25115,SEC22A,SCN3B
25116,SEC22A,MS4A14
25117,SEC22A,PHB
25118,SEC22A,C16orf92
25119,SEC22A,GGT6
25120,SEC22A,CD300A
25121,SEC22A,SDHAF2
25122,SEC22A,SFTPC
25123,SEC22A,MFF
25124,SEC22A,MINAR1
25125,SEC22A,GPR37L1
25126,SEC22A,FUT3
25127,SEC22A,RASGRP4
25128,SEC22A,CLEC7A
25129,SEC22A,CD7
25130,SEC22A,FAM174A
25131,SEC22A,LRRC25
25132,SEC22A,BNIP3
25133,SEC22A,C10orf67
25134,SEC22A,LSMEM2
25135,SEC22A,TMIE
25136,SEC22A,ATP6AP2
25137,SEC22A,ADGRG3
25138,SEC22A,CALN1
25139,SEC22A,TMPRSS2
25140,SEC22A,DIABLO
25141,SEC22A,TMED9
25142,SEC22A,C16orf54
25143,SEC22A,RILPL1
25144,SEC22A,GJB5
25145,SEC22A,LHFPL5
25146,SEC22A,HSD17B11
25147,SEC22A,LDLRAD1
25148,SEC22A,TRIM59
25149,SEC22A,RNASEK
25150,SEC22A,ERVFRD-1
25151,SEC22A,SMIM3
25152,SEC22A,CLEC12B
25153,DPPA4,GTPBP3
25154,DPPA4,OSTF1
25155,DPPA4,CIR1
25156,DPPA4,SH3GL1
25157,DPPA4,EAF1
25158,DPPA4,TNIP1
25159,DPPA4,KAT14
25160,DPPA4,GRAP
25161,DPPA4,MAGOH
25162,DPPA4,GMPPB
25163,DPPA4,SNX33
25164,DPPA4,FOXR1
25165,DPPA4,SNX18
25166,DPPA4,LDOC1
25167,DPPA4,TLK1
25168,DPPA4,SPANXN2
25169,NAA50,BHLHE40
25170,NAA50,OTX2
25171,GJA8,SLC66A2
25172,GJA8,ORMDL2
25173,GJA8,INSIG2
25174,GJA8,GPR108
25175,GJA8,APOL3
25176,GJA8,TWSG1
25177,GJA8,CLN6
25178,GJA8,TMEM128
25179,GJA8,SLC52A1
25180,GJA8,TMEM243
25181,GJA8,TMEM60
25182,GJA8,FXYD6
25183,GJA8,SLC38A4
25184,GJA8,TMBIM6
25185,GJA8,RUSF1
25186,GJA8,SLC13A5
25187,GJA8,SLC16A3
25188,GJA8,CD53
25189,GJA8,MALL
25190,GJA8,THSD7B
25191,GJA8,ACKR2
25192,GJA8,PGAP2
25193,GJA8,CLEC1A
25194,GJA8,MFSD6
25195,GJA8,SLC16A12
25196,GJA8,GPR61
25197,GJA8,TSPAN33
25198,GJA8,APOA2
25199,GJA8,CXCL16
25200,GJA8,CLDN19
25201,GJA8,TMEM65
25202,GJA8,GJB2
25203,GJA8,SLC39A2
25204,GJA8,SMCO4
25205,GJA8,TMEM100
25206,GJA8,CIAO2A
25207,GJA8,SFTPC
25208,GJA8,VAMP5
25209,GJA8,ITGAM
25210,GJA8,TMEM42
25211,GJA8,STX8
25212,GJA8,TMEM182
25213,GJA8,AQP4
25214,GJA8,MAL
